stage,arm,settings,cagr,sharpe,volatility,max_drawdown,avg_exposure,days_levered,days_in_cash,switches_per_year,beats_bh
post-publication,buy_and_hold,-,0.14112948806237458,0.7858517827288584,0.15165983092606888,-0.30385954822835004,1.0,0.0,0.0,0.0,
post-publication,L1,"trend(sma=200, leverage=1.0)",0.09659886698786013,0.7974893480913159,0.09012906646248676,-0.13354405355466226,0.7407226958993096,0.0,0.0016240357287860333,63.33252131546894,False
post-publication,L2,"trend(sma=200, leverage=1.5)",0.1284219773050692,0.7810337590233856,0.13519888374832417,-0.19487148005974697,1.1110840438489646,0.7701989443767763,0.0016240357287860333,63.33252131546894,False
post-publication,L3,"trend(sma=200, leverage=1.5, voltarget(lookback=20, scale=1.0, band=0.1, cap=1.5))",0.11306254428194573,0.7763505277375505,0.1151017682091508,-0.14098233091970735,0.978034298353218,0.609419407226959,0.0016240357287860333,74.99634591961023,False
