stage,arm,settings,cagr,sharpe,volatility,max_drawdown,avg_exposure,days_levered,days_in_cash,switches_per_year,beats_bh
final-sectors,buy_and_hold,-,0.08863981352641881,0.4692682139572195,0.17144061348004677,-0.4879697530114274,1.0,0.0,0.0,0.0,
final-sectors,L1,"trend(sma=200, leverage=1.0)",0.04675055458554489,0.31767254196165273,0.09873475022765135,-0.2738283697801859,0.7395445750855782,0.0,0.0812620925732996,39.60589373418664,False
final-sectors,L2,"trend(sma=200, leverage=1.5)",0.05383655547283284,0.2986765539095497,0.14810379002749668,-0.3958938129024342,1.1093168626283674,0.6559011757702039,0.0812620925732996,39.60589373418664,False
final-sectors,L3,"trend(sma=200, leverage=1.5, voltarget(lookback=20, scale=1.0, band=0.1, cap=1.5))",0.05382895619071748,0.32559392412061633,0.12679005270054258,-0.27065337463098327,0.980958482843578,0.5735972614972467,0.0812620925732996,50.52001785980057,False
