seed,fold,generation,best_fitness,mean_fitness,unique,best_rule
0,2,17,0.626539654749888,0.317782071681138,53,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.8)
0,2,18,0.626539654749888,0.3448260120323801,47,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.8)
0,2,19,0.626539654749888,0.36148283331624836,49,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.8)
0,2,20,0.626539654749888,0.21045737498001185,53,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.8)
0,2,21,0.626539654749888,0.3652163859476077,47,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.8)
0,2,22,0.6267017461721675,0.23351563517525004,50,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,2,23,0.6267017461721675,0.3032094178996331,54,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,2,24,0.6267017461721675,0.24331072854266667,49,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,0,0.6397523242013987,-0.38373284330348273,60,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,1,0.6397523242013987,0.02488308975833448,59,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,2,0.6397523242013987,0.2197042276236395,55,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,3,0.6397523242013987,0.26967755338944976,55,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,4,0.6397523242013987,0.351441333440199,55,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,5,0.6397523242013987,0.2958244123228134,49,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,6,0.6397523242013987,0.32087855760289075,51,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,7,0.6397523242013987,0.3143626610440352,53,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,8,0.6397523242013987,0.43831228986120346,53,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,9,0.6397523242013987,0.4181590508677837,47,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,10,0.6397523242013987,0.4354020213365782,46,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,11,0.6397523242013987,0.3627228274580109,48,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,12,0.6397523242013987,0.3042102305312758,51,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,13,0.6397523242013987,0.4081871497391904,49,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,14,0.6397523242013987,0.4518908608394394,49,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,15,0.6397523242013987,0.3981846950680579,45,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,16,0.6397523242013987,0.4092024889577876,49,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,17,0.6397523242013987,0.3399273031932528,45,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,18,0.6397523242013987,0.33885720006201475,46,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,19,0.6397523242013987,0.3115775315031514,46,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,20,0.6397523242013987,0.24598093384274372,52,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,21,0.6397523242013987,0.30161024007577114,49,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,22,0.6397523242013987,0.3368126254060502,53,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,23,0.6397523242013987,0.33911181838199234,50,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,3,24,0.6397523242013987,0.41186581678840284,48,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,4,0,0.583209329630196,-0.39687472679004177,60,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,4,1,0.583209329630196,0.000798920030937548,58,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,4,2,0.583209329630196,0.27643668524556875,56,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,4,3,0.583209329630196,0.24314679186865715,53,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
0,4,4,0.583209329630196,0.3126269444732601,50,ENTRY zscore(50) < -1.19 | EXIT (vol(20) > 0.26 AND rsi(5) > 32.2)
