stage,arm,settings,cagr,sharpe,volatility,max_drawdown,avg_exposure,days_levered,turnover,beats_bh
final-us2000,buy_and_hold,-,0.05596274835057091,0.3943129605272171,0.17839941469567183,-0.3925975840987542,1.0,0.0,0.0,
final-us2000,V0,"voltarget(lookback=20, scale=1.0, band=0.1, cap=1.0)",0.04893060319003606,0.37372820063694867,0.16364128706023834,-0.39420198131028616,0.969713535130866,0.0,0.380394521910178,False
final-us2000,V1,"voltarget(lookback=20, scale=1.0, band=0.1, cap=1.5)",0.05733115081668205,0.3730819003040634,0.2066689631223779,-0.46544105722854645,1.294587636961674,0.8966500356379188,2.120532536435797,False
final-us2000,V2,"voltarget(lookback=20, scale=1.0, band=0.25, cap=1.5)",0.0563732923157072,0.36923866682000783,0.20599104145729596,-0.4654834059551294,1.2747102167884203,0.8617248752672844,1.1831039194247739,False
